model,kind,task_id,criterion_id,language,grading_language,wording,before,after,changed,detected,reversed,repaired,regressed,pass_fraction_change,fraction_changed,absolute_error_change,state
gemma3:4b,paraphrase,2287,5,en,en,,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,paraphrase,2287,5,en,es,,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,paraphrase,2287,5,es,en,,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,paraphrase,2287,5,es,es,,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,1122,1,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,1122,1,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,1122,1,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,1122,1,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,1122,1,en,,original,1,0,1,,,1,0,-1.0,1,-1.0,incorrect
gemma3:4b,grading_language,1122,1,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,1122,1,es,,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,1122,1,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,145,2,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,145,2,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,145,2,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,145,2,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,145,2,en,,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,145,2,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,145,2,es,,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,145,2,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,1,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,1,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,1,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,1,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,1,en,,original,1,0,1,,,1,0,-1.0,1,-1.0,incorrect
gemma3:4b,grading_language,2287,1,en,,paraphrase,1,0,1,,,1,0,-1.0,1,-1.0,incorrect
gemma3:4b,grading_language,2287,1,es,,original,1,0,1,,,1,0,-1.0,1,-1.0,incorrect
gemma3:4b,grading_language,2287,1,es,,paraphrase,1,0,1,,,1,0,-1.0,1,-1.0,incorrect
gemma3:4b,grading_language,2287,2,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,2,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,2,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,2,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,2,en,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,2,en,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,2,es,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,2,es,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,3,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,3,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,3,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,3,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,3,en,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,3,en,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,3,es,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,3,es,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,5,en,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,5,en,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,5,es,,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,5,es,,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,grading_language,2287,5,en,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,5,en,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,5,es,,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,grading_language,2287,5,es,,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,1122,1,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,1122,1,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,1122,1,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,1122,1,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,1122,1,,en,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,1122,1,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,1122,1,,es,original,0,1,1,,,0,1,1.0,1,1.0,incorrect
gemma3:4b,response_language,1122,1,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,145,2,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,145,2,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,145,2,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,145,2,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,145,2,,en,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,145,2,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,145,2,,es,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,145,2,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,1,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,1,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,1,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,1,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,1,,en,original,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,1,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,1,,es,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,1,,es,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,2,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,2,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,2,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,2,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,2,,en,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,2,,en,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,2,,es,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,2,,es,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,3,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,3,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,3,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,3,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,3,,en,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,3,,en,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,3,,es,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,3,,es,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,5,,en,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,5,,en,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,5,,es,original,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,5,,es,paraphrase,1,1,0,,,0,0,0.0,0,0.0,correct
gemma3:4b,response_language,2287,5,,en,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,5,,en,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,5,,es,original,0,0,0,,,0,0,0.0,0,0.0,incorrect
gemma3:4b,response_language,2287,5,,es,paraphrase,0,0,0,,,0,0,0.0,0,0.0,incorrect
