task_id,domain,criterion_id,criterion_type_normalized,weight,dependent_criteria,descendant_count,direct_score_pp,structural_exposure_pp,description
1155,Medicine,5,Extraction (recall) + Reasoning,Primary objective(s),[],3,11.11111111111111,44.44444444444444,States the AAP recommends COVID vaccine for children aged 6 months through 23 months.
1155,Medicine,6,Extraction (recall) + Reasoning,Primary objective(s),[5],2,11.11111111111111,33.333333333333336,Recommends that the first dose of the COVID vaccine should be administered today.
1155,Medicine,7,Extraction (recall) + Reasoning,Primary objective(s),[6],1,11.11111111111111,22.22222222222222,States that the initial COVID vaccine series for an infant is a 2-dose series.
1155,Medicine,8,Extraction (recall) + Reasoning,Primary objective(s),[7],0,11.11111111111111,11.11111111111111,Recommends that the second dose of the COVID vaccine should be administered in 4 to 8 weeks from the current visit.
1155,Medicine,9,Extraction (recall) + Reasoning,Not primary objective,[],0,11.11111111111111,11.11111111111111,Concludes the child is up to date on other childhood vaccinations.
1340,Medicine,1,Reasoning,Primary objective(s),[7],0,8.333333333333334,8.333333333333334,Recommends consulting infectious disease.
1340,Medicine,2,Reasoning,Not primary objective,[],2,8.333333333333334,25.0,Identifies that the microbiological features of the blood culture are consistent with Klebsiella pneumoniae.
1340,Medicine,3,Reasoning,Not primary objective,"[2, 4]",1,8.333333333333334,16.666666666666668,States that the patient likely has Klebsiella pneumoniae bacteremia.
1340,Medicine,4,Reasoning,Not primary objective,[5],2,8.333333333333334,25.0,States that the patient's liver abscess is the likely source of the Klebsiella pneumoniae bacteremia.
1340,Medicine,5,Reasoning,Not primary objective,[],3,8.333333333333334,33.333333333333336,Identifies at least one of the following risk factors of Klebsiella pneumoniae related liver abscess in the patient: Southeast Asian descent or diabetes.
1340,Medicine,6,Reasoning,Not primary objective,[],2,8.333333333333334,25.0,States that the antibiotic regimen should be guided by treatment response.
1340,Medicine,7,Reasoning,Primary objective(s),[6],1,8.333333333333334,16.666666666666668,States that the infectious diseases team should manage the antibiotics.
1340,Medicine,8,Reasoning,Primary objective(s),[12],0,8.333333333333334,8.333333333333334,Recommends consulting ophthalmology.
1340,Medicine,9,Reasoning,Primary objective(s),[3],0,8.333333333333334,8.333333333333334,States that Klebsiella pneumoniae bacteremia can cause endogenous endophthalmitis (EE).
1340,Medicine,10,Reasoning,Not primary objective,[],0,8.333333333333334,8.333333333333334,States either of the following as a symptom of endogenous Klebsiella endophthalmitis in this patient: eye redness or eye discomfort.
1340,Medicine,11,Reasoning,Primary objective(s),[],2,8.333333333333334,25.0,States that endogenous Klebsiella endophthalmitis can cause vision loss.
1340,Medicine,12,Reasoning,Primary objective(s),[11],1,8.333333333333334,16.666666666666668,States that ophthalmological screening can support prompt diagnosis of endogenous Klebsiella endophthalmitis.
1344,Medicine,1,Reasoning,Not primary objective,[],6,8.333333333333334,58.333333333333336,Utilizes the Forrest classification.
1344,Medicine,2,Reasoning,Primary objective(s),"[1, 3, 12]",2,8.333333333333334,25.0,States that the first ulcer is Forrest grade 2b.
1344,Medicine,3,Reasoning,Not primary objective,[],3,8.333333333333334,33.333333333333336,Recognizes the endoscopist's description of the first ulcer contains a clot.
1344,Medicine,4,Reasoning,Not primary objective,[],4,8.333333333333334,41.666666666666664,Describes a Forrest grade 2b ulcer as an adherent clot.
1344,Medicine,5,Reasoning,Primary objective(s),[2],0,8.333333333333334,8.333333333333334,States the rebleeding risk of a Forrest grade 2b ulcer is 20 to 30%.
1344,Medicine,6,Reasoning,Primary objective(s),[2],0,8.333333333333334,8.333333333333334,States the mortality risk of a Forrest grade 2b ulcer is 7%.
1344,Medicine,7,Reasoning,Primary objective(s),"[8, 9, 1]",2,8.333333333333334,25.0,States that the second ulcer is Forrest grade 3.
1344,Medicine,8,Reasoning,Not primary objective,[],3,8.333333333333334,33.333333333333336,Recognizes the endoscopist's description of the second ulcer having a clean base.
1344,Medicine,9,Reasoning,Not primary objective,[],3,8.333333333333334,33.333333333333336,Describes a Forrest grade 3 ulcer as a clean-based ulcer.
1344,Medicine,10,Reasoning,Primary objective(s),[7],0,8.333333333333334,8.333333333333334,States the rebleeding risk of a Forrest grade 3 ulcer is 5 to 10%.
1344,Medicine,11,Reasoning,Primary objective(s),[7],0,8.333333333333334,8.333333333333334,States the mortality risk of a Forrest grade 3 ulcer is 1-2%.
1344,Medicine,12,Reasoning,Not primary objective,[4],3,8.333333333333334,33.333333333333336,Recognizes the endoscopist's description that the clot in the first ulcer is resistant to vigorous irrigation.
1345,Medicine,1,Extraction (recall) + Reasoning,Not primary objective,[],6,4.545454545454546,31.818181818181817,States that the patient' pain is a symptom of limb ischemia.
1345,Medicine,2,Extraction (recall) + Reasoning,Not primary objective,[],6,4.545454545454546,31.818181818181817,States that the patient's pulselessness is a symptom of limb ischemia.
1345,Medicine,3,Extraction (recall) + Reasoning,Not primary objective,[],6,4.545454545454546,31.818181818181817,States that the patient's discoloration is a symptom of limb ischemia.
1345,Medicine,4,Extraction (recall) + Reasoning,Not primary objective,[],7,4.545454545454546,36.36363636363637,States the patient's symptoms are acute.
1345,Medicine,5,Extraction (recall) + Reasoning,Not primary objective,[4],6,4.545454545454546,31.818181818181817,States the patient's acute onset of symptoms are consistent with acute limb ischemia.
1345,Medicine,6,Extraction (recall) + Reasoning,Not primary objective,"[1, 2, 3, 5]",5,4.545454545454546,27.272727272727273,Concludes that the patient has acute limb ischemia.
1345,Medicine,7,Extraction (recall) + Reasoning,Primary objective(s),[],4,4.545454545454546,22.727272727272727,States that the patient's history of an abdominal aortic aneurysm (AAA) increases his risk for a popliteal artery aneurysm.
1345,Medicine,8,Extraction (recall) + Reasoning,Primary objective(s),[],4,4.545454545454546,22.727272727272727,States that patient's smoking history increases his risk for a popliteal artery aneurysms.
1345,Medicine,9,Reasoning,Primary objective(s),[],5,4.545454545454546,27.272727272727273,States that thrombosis is a complication of popliteal artery aneurysms.
1345,Medicine,10,Reasoning,Primary objective(s),"[9, 6]",4,4.545454545454546,22.727272727272727,States that popliteal artery aneurysm thrombosis can present as acute limb ischemia.
1345,Medicine,11,Extraction (recall) + Reasoning,Primary objective(s),[],5,4.545454545454546,27.272727272727273,States the patient has claudication.
1345,Medicine,12,Extraction (recall) + Reasoning,Primary objective(s),[11],4,4.545454545454546,22.727272727272727,States that the patient's claudication can be a symptom of popliteal artery aneurysm thrombosis.
1345,Medicine,13,Extraction (recall) + Reasoning,Primary objective(s),[],4,4.545454545454546,22.727272727272727,States that the patient's distribution of symptoms is consistent with a popliteal artery thrombosis.
1345,Medicine,14,Reasoning,Primary objective(s),[],4,4.545454545454546,22.727272727272727,States that the patient's imaging makes an embolic source proximal to the popliteal artery less likely.
1345,Medicine,15,Extraction (recall) + Reasoning,Primary objective(s),"[7, 8, 10, 12, 13, 14]",3,4.545454545454546,18.181818181818183,Concludes that the patient's acute limb ischemia was most likely caused by a popliteal artery aneurysm thrombosis.
1345,Medicine,16,Reasoning,Primary objective(s),[15],2,4.545454545454546,13.636363636363637,States that popliteal artery aneurysms can be screened for by Duplex ultrasound.
1345,Medicine,17,Reasoning,Primary objective(s),[16],1,4.545454545454546,9.090909090909092,States that Duplex ultrasound is more specific than ankle-brachial index for aneurysm detection.
1345,Medicine,18,Extraction (recall),Primary objective(s),[],4,4.545454545454546,22.727272727272727,States that this patient had a 7.1 cm abdominal aortic aneurysm (AAA) prior to repair.
1345,Medicine,19,Extraction (recall) + Reasoning,Primary objective(s),[18],3,4.545454545454546,18.181818181818183,Classifies this patient's AAA as large.
1345,Medicine,20,Reasoning,Primary objective(s),[19],2,4.545454545454546,13.636363636363637,States that screening for popliteal artery aneurysms is indicated for patients with large AAAs.
1345,Medicine,21,Reasoning,Primary objective(s),[20],1,4.545454545454546,9.090909090909092,States that early detection of popliteal artery aneurysms can prevent complications such as thrombosis.
1345,Medicine,22,Reasoning,Primary objective(s),"[15, 21, 16, 17]",0,4.545454545454546,4.545454545454546,Concludes that a Duplex ultrasound of the popliteal arteries may have prevented this patient's acute limb ischemia.
1352,Medicine,1,Reasoning,Primary objective(s),[],5,7.142857142857143,42.857142857142854,"Utilizes the Prostate Imaging Reporting and Data System, version 2.1 (PI-RADS v2.1)."
1352,Medicine,2,Extraction (recall),Not primary objective,[],5,7.142857142857143,42.857142857142854,States that the assessment is for a lesion located in the peripheral zone of the prostate.
1352,Medicine,3,Reasoning,Primary objective(s),"[1, 2]",4,7.142857142857143,35.714285714285715,"States that, for peripheral zone lesions, the dominant sequence for assigning the overall PI-RADS v2.1 score is diffusion-weighted imaging (DWI)."
1352,Medicine,4,Reasoning,Not primary objective,[],6,7.142857142857143,50.0,"Defines a high b-value on DWI as ≥1,400 sec/mm²."
1352,Medicine,5,Reasoning,Not primary objective,[4],5,7.142857142857143,42.857142857142854,Recognizes that a high b-value was used for this patient's DWI sequence.
1352,Medicine,6,Extraction (recall),Primary objective(s),[5],4,7.142857142857143,35.714285714285715,Identifies that the patient demonstrates a focal moderate hyperintensity on high b-value DWI.
1352,Medicine,7,Reasoning,Primary objective(s),"[3, 6]",3,7.142857142857143,28.571428571428573,Mentions a focal moderate hyperintensity on high b-value DWI receives a DWI score of 3 under PI-RADS v2.1.
1352,Medicine,8,Reasoning,Not primary objective,[],4,7.142857142857143,35.714285714285715,States that permeability magnetic resonance imaging (MRI) is equivalent to dynamic contrast-enhanced (DCE) MRI.
1352,Medicine,9,Reasoning,Primary objective(s),[],4,7.142857142857143,35.714285714285715,States that focal early enhancement corresponding to the DWI lesion indicates a positive DCE score.
1352,Medicine,10,Extraction (recall),Primary objective(s),[],4,7.142857142857143,35.714285714285715,Identifies the patient has focal early enhancement corresponding to the DWI lesion on permeability MRI.
1352,Medicine,11,Extraction (recall) + Reasoning,Primary objective(s),"[8, 9, 10]",3,7.142857142857143,28.571428571428573,Recognizes that the patient has a positive DCE score.
1352,Medicine,12,Reasoning,Primary objective(s),"[7, 11]",2,7.142857142857143,21.428571428571427,States that a positive DCE upgrades a DWI score of 3 to form an overall PI-RADS v2.1 score of 4.
1352,Medicine,13,Reasoning,Primary objective(s),[12],1,7.142857142857143,14.285714285714286,States that the patient's DWI score under PI-RADS v2.1 is 4.
1352,Medicine,14,Reasoning,Not primary objective,[13],0,7.142857142857143,7.142857142857143,States that a PI-RADS v2.1 score of 4 puts the patient at high risk of a clinically significant prostate cancer.
1368,Medicine,1,Extraction (recall) + Reasoning,Primary objective(s),[],8,6.666666666666667,60.0,States that the patient's description of the treatment being produced by bacteria is consistent with porphyrins.
1368,Medicine,2,Reasoning,Primary objective(s),[1],3,6.666666666666667,26.666666666666668,States that aminolevulinic acid (ALA) is an early porphyrin precursor.
1368,Medicine,3,Reasoning,Primary objective(s),[2],2,6.666666666666667,20.0,States that ALA is a photosensitizer.
1368,Medicine,4,Reasoning,Primary objective(s),[3],1,6.666666666666667,13.333333333333334,States that ALA is used in the context of photodynamic therapy (PDT).
1368,Medicine,5,Extraction (recall),Primary objective(s),[],7,6.666666666666667,53.333333333333336,States the patient has pre-cancerous skin lesions.
1368,Medicine,6,Reasoning,Primary objective(s),[5],6,6.666666666666667,46.666666666666664,States that PDT is used to treat pre-cancerous skin lesions.
1368,Medicine,7,Extraction (recall) + Reasoning,Primary objective(s),[6],0,6.666666666666667,6.666666666666667,States that the patient's description of the treatment also being used for acne is consistent with PDT.
1368,Medicine,8,Reasoning,Primary objective(s),"[4, 2, 6]",0,6.666666666666667,6.666666666666667,Concludes that ALA is one of the topical treatment the patient is likely using.
1368,Medicine,9,Extraction (recall) + Reasoning,Primary objective(s),[6],1,6.666666666666667,13.333333333333334,Lists erythema as a common side effect of PDT.
1368,Medicine,10,Extraction (recall) + Reasoning,Primary objective(s),[6],1,6.666666666666667,13.333333333333334,Lists desquamation as a common side effect of PDT.
1368,Medicine,11,Reasoning,Primary objective(s),"[9, 10]",0,6.666666666666667,6.666666666666667,"Lists two of the following as appropriate PDT aftercare treatments: cool compresses, corticosteroids, or bland emollients."
1368,Medicine,12,Reasoning,Primary objective(s),[1],3,6.666666666666667,26.666666666666668,States that methyl aminolevulinate (MAL) is an early porphyrin precursor.
1368,Medicine,13,Reasoning,Primary objective(s),[12],2,6.666666666666667,20.0,States that MAL is a photosensitizer.
1368,Medicine,14,Reasoning,Primary objective(s),[13],1,6.666666666666667,13.333333333333334,States that MAL is used in the context of photodynamic therapy (PDT).
1368,Medicine,15,Reasoning,Primary objective(s),"[14, 12, 6]",0,6.666666666666667,6.666666666666667,Concludes that MAL is one of the topical treatment the patient is likely using.
1354,Medicine,1,Reasoning,Not primary objective,[],2,5.555555555555555,16.666666666666668,Recognizes that the patient has chronic post-surgical hypoparathyroidism.
1354,Medicine,2,Reasoning,Not primary objective,[],7,5.555555555555555,44.44444444444444,States that recombinant human parathyroid hormone (rhPTH) is short-acting.
1354,Medicine,3,Reasoning,Primary objective(s),"[6, 4, 9, 11, 16, 18]",0,5.555555555555555,5.555555555555555,States that the correct next step in management is to start palopegteriparatide (Yorvipath).
1354,Medicine,4,Reasoning,Not primary objective,[1],1,5.555555555555555,11.11111111111111,States that palopegteriparatide is approved by the United States Food and Drug Administration (FDA) for use in hypoparathyroidism.
1354,Medicine,5,Reasoning,Primary objective(s),[8],3,5.555555555555555,22.22222222222222,States that the long-acting nature of palopegteriparatide maintains more stable serum calcium levels.
1354,Medicine,6,Reasoning,Primary objective(s),[7],1,5.555555555555555,11.11111111111111,States that palopegteriparatide reduces the patient's pill burden.
1354,Medicine,7,Reasoning,Primary objective(s),[5],2,5.555555555555555,16.666666666666668,States that palopegteriparatide can maintain serum calcium levels without supplementation.
1354,Medicine,8,Reasoning,Primary objective(s),[],4,5.555555555555555,27.77777777777778,States that palopegteriparatide is long-acting.
1354,Medicine,9,Reasoning,Not primary objective,[10],1,5.555555555555555,11.11111111111111,States that thiazide diuretics add to the patient's pill burden.
1354,Medicine,10,Reasoning,Not primary objective,[],2,5.555555555555555,16.666666666666668,States that the patient may still need calcium supplementation while on thiazide diuretics.
1354,Medicine,11,Reasoning,Not primary objective,[],1,5.555555555555555,11.11111111111111,States that rhPTH has been discontinued globally.
1354,Medicine,12,Reasoning,Not primary objective,[2],5,5.555555555555555,33.333333333333336,States that serum calcium levels peak after an rhPTH dose.
1354,Medicine,13,Reasoning,Not primary objective,[2],5,5.555555555555555,33.333333333333336,States that serum calcium levels decline after they peak.
1354,Medicine,14,Reasoning,Not primary objective,"[12, 13]",4,5.555555555555555,27.77777777777778,States that the short-acting nature of rhPTH causes unstable serum calcium levels.
1354,Medicine,15,Reasoning,Primary objective(s),[14],2,5.555555555555555,16.666666666666668,States that unstable serum calcium levels require frequent calcium supplementation.
1354,Medicine,16,Reasoning,Primary objective(s),[15],1,5.555555555555555,11.11111111111111,Recognizes that the patient is experiencing pill burden from frequent calcium supplementation while on rhPTH.
1354,Medicine,17,Extraction (recall) + Reasoning,Primary objective(s),[],2,5.555555555555555,16.666666666666668,Recognizes that the patient has clinical features of hypocalcemia.
1354,Medicine,18,Reasoning,Primary objective(s),"[17, 14]",1,5.555555555555555,11.11111111111111,States that unstable serum calcium levels while on rhPTH manifests as symptoms in the patient.
1389,Medicine,1,Extraction (recall),Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the patient's electrocardiogram (ECG) axis is at 120°.
1389,Medicine,2,Extraction (recall),Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the patient's ECG has rS pattern in lead I.
1389,Medicine,3,Extraction (recall),Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the patient's ECG has rS pattern in lead aVL.
1389,Medicine,4,Extraction (recall),Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the patient's ECG has qR pattern in lead III.
1389,Medicine,5,Extraction (recall),Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the patient's ECG has qR pattern in lead aVF.
1389,Medicine,6,Reasoning,Primary objective(s),"[1, 2, 3, 5, 4]",4,5.882352941176471,29.41176470588235,States that the patient has left posterior fascicular block.
1389,Medicine,7,Extraction (recall),Primary objective(s),[],4,5.882352941176471,29.41176470588235,States that the patient has right bundle branch block.
1389,Medicine,8,Reasoning,Primary objective(s),"[6, 7]",3,5.882352941176471,23.529411764705884,Identifies that the patient has bifasicular block.
1389,Medicine,9,Reasoning,Primary objective(s),[8],2,5.882352941176471,17.647058823529413,States that the patient is at risk for complete or high-grade heart block.
1389,Medicine,10,Reasoning,Primary objective(s),[9],0,5.882352941176471,5.882352941176471,Identifies complete or high-grade heart block as a cause of the patient's syncope.
1389,Medicine,11,Reasoning,Primary objective(s),[9],0,5.882352941176471,5.882352941176471,Recommends inpatient admission for continuous ECG monitoring.
1389,Medicine,12,Reasoning,Primary objective(s),[],0,5.882352941176471,5.882352941176471,Recommends an echocardiogram.
1389,Medicine,13,Extraction (recall) + Reasoning,Primary objective(s),[],3,5.882352941176471,23.529411764705884,States that the patient's systolic blood pressure decreased by 25 mmHg from supine to standing.
1389,Medicine,14,Reasoning,Primary objective(s),[],3,5.882352941176471,23.529411764705884,States that orthostatic hypotension is defined as a reduction of 20 mmHg or more in systolic pressure from supine to standing.
1389,Medicine,15,Reasoning,Primary objective(s),"[13, 14]",2,5.882352941176471,17.647058823529413,States that the patient has orthostatic hypotension.
1389,Medicine,16,Reasoning,Primary objective(s),[15],0,5.882352941176471,5.882352941176471,Identifies orthostatic hypotension as a cause of the patient's syncope.
1389,Medicine,17,Reasoning,Primary objective(s),[15],0,5.882352941176471,5.882352941176471,Recommends stopping blood pressure medications.
1359,Medicine,1,Extraction (recall) + Reasoning,Primary objective(s),[9],0,4.545454545454546,4.545454545454546,"Recommends that the child should receive a Measles, Mumps and Rubella (MMR) vaccine today."
1359,Medicine,2,Extraction (recall) + Reasoning,Primary objective(s),[13],0,4.545454545454546,4.545454545454546,Recommends that the child should receive a Varicella vaccine today.
1359,Medicine,3,Extraction (recall),Primary objective(s),[21],4,4.545454545454546,22.727272727272727,States that any vaccine administered 5 or more days earlier than the minimum age is invalid.
1359,Medicine,4,Extraction (recall),Primary objective(s),[21],2,4.545454545454546,13.636363636363637,"States that if an invalid vaccine dose was given, it should be repeated at the appropriate age."
1359,Medicine,5,Extraction (recall),Not primary objective,[],3,4.545454545454546,18.181818181818183,States the child received his first MMR vaccine on 4th March 2023.
1359,Medicine,6,Extraction (recall) + Reasoning,Not primary objective,[],6,4.545454545454546,31.818181818181817,States the child's date of birth is 10th March 2022.
1359,Medicine,7,Extraction (recall),Primary objective(s),[21],3,4.545454545454546,18.181818181818183,States the minimum age for the first MMR vaccine is 12 months.
1359,Medicine,8,Extraction (recall) + Reasoning,Primary objective(s),"[5, 6, 7]",2,4.545454545454546,13.636363636363637,States that the child received the first MMR vaccine 5 days before turning 12 months old.
1359,Medicine,9,Extraction (recall) + Reasoning,Primary objective(s),"[8, 3]",1,4.545454545454546,9.090909090909092,Concludes that the child's first MMR vaccine was invalid.
1359,Medicine,10,Extraction (recall),Primary objective(s),[],3,4.545454545454546,18.181818181818183,States that the child received the first Varicella vaccine dose on 4th March 2023.
1359,Medicine,11,Extraction (recall),Primary objective(s),[21],3,4.545454545454546,18.181818181818183,States that the minimum age for the first dose of the Varicella vaccine is 12 months.
1359,Medicine,12,Extraction (recall) + Reasoning,Primary objective(s),"[10, 11, 6]",2,4.545454545454546,13.636363636363637,States that the child received his first dose of the Varicella vaccine 5 days before he turned 12 months old.
1359,Medicine,13,Extraction (recall) + Reasoning,Primary objective(s),"[12, 3, 4]",1,4.545454545454546,9.090909090909092,Concludes that the child's first dose of the Varicella vaccine was invalid.
1359,Medicine,14,Extraction (recall),Primary objective(s),[21],2,4.545454545454546,13.636363636363637,States the COVID vaccine is recommended for children aged 6 months through 23 months.
1359,Medicine,15,Extraction (recall) + Reasoning,Not primary objective,[],2,4.545454545454546,13.636363636363637,Recognizes that the child is 3 years and 7 months old.
1359,Medicine,16,Extraction (recall),Primary objective(s),"[14, 15]",1,4.545454545454546,9.090909090909092,States that the child has not received his COVID vaccine yet.
1359,Medicine,17,Extraction (recall) + Reasoning,Primary objective(s),[16],0,4.545454545454546,4.545454545454546,Recommends that the child receives a COVID-19 vaccine during the present visit.
1359,Medicine,18,Extraction (recall),Primary objective(s),[21],1,4.545454545454546,9.090909090909092,States that an annual influenza vaccine is recommended for children above 6 months of age.
1359,Medicine,19,Extraction (recall),Primary objective(s),[],1,4.545454545454546,9.090909090909092,Recognizes that the child has not received his influenza vaccine for the year 2025.
1359,Medicine,20,Extraction (recall) + Reasoning,Primary objective(s),"[18, 19, 22]",0,4.545454545454546,4.545454545454546,Recommends that the child receives an influenza vaccine during the present visit.
1359,Medicine,21,Reasoning,Primary objective(s),[],15,4.545454545454546,72.72727272727273,Utilizes recommendations from the AAP.
1359,Medicine,22,Reasoning,Primary objective(s),[],1,4.545454545454546,9.090909090909092,Recognizes that the present clinic visit is in October 2025.
1407,Medicine,1,Reasoning,Primary objective(s),[],6,7.142857142857143,50.0,States that the patient's pants feel tighter.
1407,Medicine,2,Reasoning,Primary objective(s),[1],5,7.142857142857143,42.857142857142854,States that the patient's tighter pants could indicate weight gain
1407,Medicine,3,Reasoning,Primary objective(s),[2],4,7.142857142857143,35.714285714285715,States that the patient's actual body weight should be measured.
1407,Medicine,4,Reasoning,Primary objective(s),[3],3,7.142857142857143,28.571428571428573,States that the resmetirom dosing will depend on the patient's weight.
1407,Medicine,5,Reasoning,Primary objective(s),[4],0,7.142857142857143,7.142857142857143,"States that if a patient's weight is 220 pounds or greater, the resmetirom dose should be 100 mg."
1407,Medicine,6,Reasoning,Primary objective(s),[],6,7.142857142857143,50.0,States that the patient is currently taking loratadine.
1407,Medicine,7,Reasoning,Primary objective(s),[],6,7.142857142857143,50.0,States that loratadine is a moderate cytochrome P450 CYP2C8 inhibitor.
1407,Medicine,8,Reasoning,Primary objective(s),[],6,7.142857142857143,50.0,States that resmetirom is metabolized by CYP2C8.
1407,Medicine,9,Reasoning,Primary objective(s),"[6, 7, 8]",5,7.142857142857143,42.857142857142854,"States that if resmetirom is used with loratadine, the resmetirom level may increase."
1407,Medicine,10,Reasoning,Primary objective(s),[9],4,7.142857142857143,35.714285714285715,"States that if resmetirom is used with loratadine, the resmetirom dose may need to be reduced."
1407,Medicine,11,Reasoning,Primary objective(s),"[10, 4]",0,7.142857142857143,7.142857142857143,"Concludes that if a patient's weight is 220 pounds or greater, the resmetirom dose should be 80 mg while taking with loratadine."
1407,Medicine,12,Reasoning,Primary objective(s),"[10, 4]",0,7.142857142857143,7.142857142857143,"Concludes that if a patient's weight is below 220 pounds, the resmetirom dose should be 60 mg while taking with loratadine."
1407,Medicine,13,Reasoning,Not primary objective,[10],0,7.142857142857143,7.142857142857143,Concludes that the clinician should discuss the risks of continuing loratadine with the patient.
1407,Medicine,14,Reasoning,Not primary objective,[10],0,7.142857142857143,7.142857142857143,Concludes that the clinician should discuss the benefits of continuing loratadine with the patient.
1415,Medicine,1,Reasoning,Primary objective(s),[],4,6.25,31.25,States that the patient's non-bloody diarrhea has lasted for 4 weeks.
1415,Medicine,2,Reasoning,Primary objective(s),[1],3,6.25,25.0,States that the patient has chronic diarrhea.
1415,Medicine,3,Reasoning,Primary objective(s),[],3,6.25,25.0,Identifies microscopic colitis as a cause of chronic diarrhea.
1415,Medicine,4,Reasoning,Primary objective(s),[],3,6.25,25.0,States that the patient is 45 years old.
1415,Medicine,5,Reasoning,Primary objective(s),[],3,6.25,25.0,States that middle age is a risk factor for microscopic colitis.
1415,Medicine,6,Reasoning,Primary objective(s),[],3,6.25,25.0,States that the patient has Hashimoto's thyroiditis.
1415,Medicine,7,Reasoning,Primary objective(s),[],3,6.25,25.0,States that Hashimoto's thyroiditis is associated with microscopic colitis.
1415,Medicine,8,Extraction (recall),Primary objective(s),[],3,6.25,25.0,States that the patient smokes cigarettes.
1415,Medicine,9,Reasoning,Primary objective(s),[],3,6.25,25.0,States that smoking is a risk factor for microscopic colitis.
1415,Medicine,10,Extraction (recall),Primary objective(s),[],3,6.25,25.0,States that the patient has normal colonic mucosa on colonoscopy.
1415,Medicine,11,Reasoning,Primary objective(s),[],3,6.25,25.0,States that the colon appears normal on colonoscopy in microscopic colitis.
1415,Medicine,12,Extraction (recall),Primary objective(s),[],1,6.25,12.5,States that the patient did not have a colonic mucosa biopsy.
1415,Medicine,13,Reasoning,Primary objective(s),[],1,6.25,12.5,States that a colonic mucosa biopsy is required for diagnosis of microscopic colitis.
1415,Medicine,14,Reasoning,Primary objective(s),[16],0,6.25,6.25,Recommends a repeat colonoscopy.
1415,Medicine,15,Reasoning,Primary objective(s),"[12, 13, 16]",0,6.25,6.25,Recommends obtaining a colonic mucosa biopsy.
1415,Medicine,16,Reasoning,Primary objective(s),"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",2,6.25,18.75,Concludes that the patient's clinical symptoms suggest microscopic colitis.
1426,Medicine,1,Reasoning,Primary objective(s),[],1,7.142857142857143,14.285714285714286,States that the patient's diarrhea is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,2,Reasoning,Primary objective(s),[],1,7.142857142857143,14.285714285714286,States that the patient's dry cough is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,3,Extraction (recall) + Reasoning,Primary objective(s),[],1,7.142857142857143,14.285714285714286,States that the patient's eosinophilia is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,4,Extraction (recall) + Reasoning,Primary objective(s),[],1,7.142857142857143,14.285714285714286,States that the patient's erythematous rash is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,5,Reasoning,Primary objective(s),[],1,7.142857142857143,14.285714285714286,States that the patient's urticaria is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,6,Reasoning,Primary objective(s),[],2,7.142857142857143,21.428571428571427,Recognizes that the patient is from Puerto Rico.
1426,Medicine,7,Reasoning,Primary objective(s),[],2,7.142857142857143,21.428571428571427,Recognizes that Strongyloides infection is endemic in Puerto Rico.
1426,Medicine,8,Reasoning,Primary objective(s),"[6, 7]",1,7.142857142857143,14.285714285714286,States that the patient's origin is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,9,Reasoning,Primary objective(s),[],3,7.142857142857143,28.571428571428573,Recognizes that the patient recently received steroids.
1426,Medicine,10,Reasoning,Primary objective(s),[],3,7.142857142857143,28.571428571428573,Recognizes that the patient recently received cyclophosphamide.
1426,Medicine,11,Reasoning,Primary objective(s),[],3,7.142857142857143,28.571428571428573,Recognizes that at least one of the following medications is immunosuppressive: steroid or cyclophosphamide.
1426,Medicine,12,Reasoning,Primary objective(s),"[9, 10, 11]",2,7.142857142857143,21.428571428571427,States that the patient is immunosuppressed.
1426,Medicine,13,Reasoning,Primary objective(s),[12],1,7.142857142857143,14.285714285714286,States that the patient's immunosuppressed status is associated with the diagnosis of Strongyloides hyperinfection syndrome.
1426,Medicine,14,Reasoning,Primary objective(s),"[1, 2, 4, 5, 8, 13, 3]",0,7.142857142857143,7.142857142857143,Concludes that the most likely cause of the patient's symptoms is Strongyloides hyperinfection syndrome.
1431,Medicine,1,Reasoning,Primary objective(s),[],5,5.882352941176471,35.294117647058826,States that the risk of CVD events can be predicted by adolescent risk factors.
1431,Medicine,2,Reasoning,Primary objective(s),[1],1,5.882352941176471,11.764705882352942,Lists body mass index (BMI) as an adolescent risk factor.
1431,Medicine,3,Reasoning,Primary objective(s),[1],1,5.882352941176471,11.764705882352942,Lists hypertension as an adolescent risk factor.
1431,Medicine,4,Reasoning,Primary objective(s),[1],1,5.882352941176471,11.764705882352942,Lists smoking status as an adolescent risk factor.
1431,Medicine,5,Reasoning,Primary objective(s),[],5,5.882352941176471,35.294117647058826,States the patient is 14 years old.
1431,Medicine,6,Extraction (recall),Primary objective(s),[],3,5.882352941176471,23.529411764705884,States that the patient weighs 205 pounds.
